DOID:0001816, 1, angiosarcoma, Term, DOID:1115
DOID:0050362, 1, Elizabethkingia meningoseptica infectious disease, Term, 
DOID:0050363, 1, Capnocytophaga canimorsus infectious disease, Term, 
DOID:0050364, 1, opportunistic Flavobacteriaceae infectious disease, Term, 
DOID:0050365, 1, Chryseobacterium indologenes infectious disease, Term, 
DOID:0050366, 1, Empedobacter brevis endophthalmitis, Term, 
DOID:0050367, 1, Myroides odoratus necrotizing fasciitis, Term, 
DOID:0050368, 1, commensal Fusobacteriaceae infectious disease, Term, 
DOID:0050369, 1, primary Mycoplasmataceae infectious disease, Term, 
DOID:0050370, 1, commensal Neisseriaceae infectious disease, Term, 
DOID:0050371, 1, commensal Pasteurellaceae infectious disease, Term, 
DOID:0050372, 1, commensal Haemophilus infectious disease, Term, 
DOID:0050373, 1, Leptospiraceae infectious disease, Term, 
DOID:0050374, 1, Spirochaetaceae infectious disease, Term, 
DOID:0050375, 1, primary Spirillaceae infectious disease, Term, 
DOID:0050376, 1, anaplasmosis, Term, 
DOID:0050377, 1, Burkholderia cepacia complex infectious disease, Term, 
DOID:0050378, 1, opportunistic Campylobacteraceae infectious disease, Term, 
DOID:0050379, 1, Campylobacter fetus infectious disease, Term, 
DOID:0050380, 1, Campylobacter coli infectious disease, Term, 
DOID:0050381, 1, Chlamydia trachomatis epididymitis, Term, 
DOID:0050382, 1, glandular tularemia, Term, DOID:2123
DOID:0050383, 1, typhoidal tularemia, Term, DOID:2123
DOID:0050384, 1, commensal Helicobacteraceae infectious disease, Term, 
DOID:0050385, 1, commensal Helicobacter infectious disease, Term, 
DOID:0050386, 1, Acinetobacter baumannii pneumonia, Term, 
DOID:0050387, 1, nonpapillary renal cell carcinoma, Term, DOID:4455
DOID:0050388, 1, Bacteroides fragilis peritonitis, Term, 
DOID:0050389, 1, Capnocytophaga canimorsus meningitis, Term, 
DOID:0050390, 1, Capnocytophaga canimorsus endocarditis, Term, 
DOID:0050391, 1, Elizabethkingia meningoseptica meningitis, Term, 
DOID:0050392, 1, streptococcal necrotizing fasciitis, Term, 
DOID:0050393, 1, Chryseobacterium indologenes pneumonia, Term, 
DOID:0050394, 1, nocardial pneumonia, Term, 
DOID:0050395, 1, nocardial cellulitis, Term, 
DOID:0050396, 1, nocardial keratitis, Term, 
DOID:0050397, 1, cerebral Bilophila wadsworthia infectious disease, Term, 
DOID:0050398, 1, Carrion's Disease, Term, DOID:11102
DOID:0050398, 1, Carrion Disease,  EXACT [], DOID:11102
DOID:0050398, 1, oroya fever,  EXACT [], DOID:11102
DOID:0050399, 1, Bordetella pertussis whooping cough, Term, 
DOID:0050400, 1, Pseudomonas urinary tract infectious disease, Term, 
DOID:0050401, 1, Pseudomonas endocarditis, Term, 
DOID:0050402, 1, Pseudomonas keratitis, Term, 
DOID:0050403, 1, commensal Mycoplasmatales infectious disease, Term, 
DOID:0050404, 1, commensal Mycoplasmataceae infectious disease, Term, 
DOID:0050405, 1, Mycoplasma genitalium urethritis, Term, 
DOID:0050406, 1, Yersinia pseudotuberculosis mesenteric lymphadenitis, Term, 
DOID:0050407, 1, commensal Mycoplasma infectious disease, Term, 
DOID:0050408, 1, Staphylococcus aureus ecthyma, Term, 
DOID:0050409, 1, Streptococcus pyogenes ecthyma, Term, 
DOID:0050410, 1, streptococcal erysipelas, Term, 
DOID:0050411, 1, Staphylococcus aureus erysipelas, Term, 
DOID:0050412, 1, Streptococcus impetigo, Term, 
DOID:0050413, 1, Staphylococcus aureus impetigo, Term, 
DOID:0050414, 1, Streptococcus lymphangitis, Term, 
DOID:0050415, 1, Staphylococcus aureus lymphangitis, Term, 
DOID:0050416, 1, Streptococcus agalactiae meningitis, Term, 
DOID:0050417, 1, Streptococcus equisimilis meningitis, Term, 
DOID:0050417, 1, Streptococcus dysgalactiae subsp. equisimilis meningitis ,  EXACT [], 
DOID:0050418, 1, Streptococcus zooepidemicus meningitis, Term, 
DOID:0050418, 1, Streptococcus equi subsp. zooepidemicus meningitis,  EXACT [], 
DOID:0050419, 1, complement factor I deficiency, Term, DOID:626
DOID:0050419, 1, C3 INACTIVATOR DEFICIENCY,  EXACT [], DOID:626
DOID:0050419, 1, COMPLEMENT COMPONENT 3 INACTIVATOR DEFICIENCY,  EXACT [], DOID:626
DOID:0050420, 1, primary Streptococcaceae infectious disease, Term, 
DOID:0050421, 1, primary streptococcal infectious disease, Term, 
DOID:0050422, 1, Yersinia pseudotuberculosis gastroenteritis, Term, 
DOID:0050423, 1, enteroaggregative Escherichia coli infectious disease, Term, 
DOID:0050423, 1, enteroaggregative E.coli infection,  EXACT [], 
DOID:0050424, 1, familial adenomatous polyposis, Term, DOID:0050736
DOID:0050424, 1, adenomatous polyposis of the colon,  EXACT [], DOID:0050736
DOID:0050425, 1, restless legs syndrome, Term, DOID:331
DOID:0050425, 1, WED,  EXACT [], DOID:331
DOID:0050425, 1, Willis-Ekbom disease,  EXACT [], DOID:331
DOID:0050425, 1, Wittmaack-Ekbom syndrome,  EXACT [], DOID:331
DOID:0050426, 1, Stevens-Johnson syndrome, Term, DOID:37
DOID:0050427, 1, xeroderma pigmentosum, Term, DOID:0050737
DOID:0050428, 1, nonepidermolytic palmoplantar keratoderma, Term, DOID:3390
DOID:0050428, 1, diffuse nonepidermolytic palmomplantar keratoderma,  EXACT [], DOID:3390
DOID:0050428, 1, Thost-Unna Syndrome,  EXACT [], DOID:3390
DOID:0050428, 1, tylosis,  EXACT [], DOID:3390
DOID:0050428, 1, Unna-Thost Syndrome,  EXACT [], DOID:3390
DOID:0050429, 1, Hailey-Hailey disease, Term, DOID:37
DOID:0050429, 1, BENIGN CHRONIC PEMPHIGUS,  EXACT [], DOID:37
DOID:0050429, 1, Pemphigus, Benign Familial,  EXACT [], DOID:37
DOID:0050430, 1, multiple endocrine neoplasia type 2A, Term, DOID:0050736
DOID:0050430, 1, MEN2A,  EXACT [], DOID:0050736
DOID:0050430, 1, multiple endocrine neoplasia II,  EXACT [], DOID:0050736
DOID:0050430, 1, Sipple syndrome,  EXACT [], DOID:0050736
DOID:0050431, 1, arrhythmogenic right ventricular cardiomyopathy, Term, DOID:0060036
DOID:0050431, 1, arrhythmogenic right ventricular dysplasia,  EXACT [], DOID:0060036
DOID:0050431, 1, arrhythmogenic right ventricular dysplasia/cardiomyopathy,  EXACT [], DOID:0060036
DOID:0050431, 1, ARVC,  EXACT [], DOID:0060036
DOID:0050431, 1, ARVC cardiomyopathy,  EXACT [], DOID:0060036
DOID:0050431, 1, ARVD,  EXACT [], DOID:0060036
DOID:0050432, 1, Asperger syndrome, Term, DOID:0060041
DOID:0050433, 1, fatal familial insomnia, Term, DOID:649
DOID:0050434, 1, Andersen-Tawil syndrome, Term, DOID:2843
DOID:0050434, 1, ANDERSEN CARDIODYSRHYTHMIC PERIODIC PARALYSIS,  EXACT [], DOID:2843
DOID:0050434, 1, Andersen syndrome ,  EXACT [], DOID:2843
DOID:0050434, 1, Long QT syndrome 7,  EXACT [], DOID:2843
DOID:0050436, 1, mulibrey nanism, Term, DOID:0050737
DOID:0050436, 1, Muscle-Liver-Brain-Eye Nanism,  EXACT [], DOID:0050737
DOID:0050436, 1, Perheentupa Syndrome,  EXACT [], DOID:0050737
DOID:0050436, 1, PERICARDIAL CONSTRICTION AND GROWTH FAILURE,  EXACT [], DOID:0050737
DOID:0050437, 1, Danon disease, Term, DOID:3211
DOID:0050437, 1, ANTOPOL DISEASE,  EXACT [], DOID:3211
DOID:0050437, 1, PSEUDOGLYCOGENOSIS II,  EXACT [], DOID:3211
DOID:0050438, 1, Frasier syndrome, Term, DOID:0050736
DOID:0050439, 1, Usher syndrome, Term, DOID:0050737
DOID:0050440, 1, familial partial lipodystrophy, Term, DOID:811
DOID:0050440, 1, Dunnigan Syndrome,  EXACT [], DOID:811
DOID:0050440, 1, Koberling-Dunnigan Syndrome,  EXACT [], DOID:811
DOID:0050441, 1, mucosulfatidosis, Term, DOID:1927
DOID:0050441, 1, multiple sulfatase deficiency disease,  EXACT [], DOID:1927
DOID:0050441, 1, Sulfatidosis, Juvenile, Austin Type,  EXACT [], DOID:1927
DOID:0050444, 1, infantile refsum disease, Term, DOID:906
DOID:0050444, 1, INFANTILE PHYTANIC ACID STORAGE DISEASE,  EXACT [], DOID:906
DOID:0050445, 1, X-linked hypophosphatemic rickets, Term, DOID:10609
DOID:0050445, 1, Hypophosphatemia, Vitamin D-Resistant Rickets,  EXACT [], DOID:10609
DOID:0050445, 1, hypophosphatemic rickets X-linked dominant,  EXACT [], DOID:10609
DOID:0050445, 1, Rickets, Vitamin D-Resistant,  EXACT [], DOID:10609
DOID:0050445, 1, Vitamin D-Resistant Rickets, X-Linked,  EXACT [], DOID:10609
DOID:0050445, 1, X-linked hypophosphatemia,  EXACT [], DOID:10609
DOID:0050448, 1, hereditary mucosal leukokeratosis, Term, DOID:37
DOID:0050448, 1, white sponge nevus,  EXACT [], DOID:37
DOID:0050448, 1, white sponge nevus of Cannon,  EXACT [], DOID:37
DOID:0050449, 1, pachyonychia congenita, Term, DOID:0050736
DOID:0050449, 1, Jackson-Lawler Type Pachyonychia Congenita,  EXACT [], DOID:0050736
DOID:0050449, 1, Jadassohn-Lewandowsky Syndrome,  EXACT [], DOID:0050736
DOID:0050449, 1, Pachyonychia Congenita Type 1,  EXACT [], DOID:0050736
DOID:0050449, 1, PACHYONYCHIA CONGENITA, JADASSOHN-LEWANDOWSKY TYPE,  EXACT [], DOID:0050736
DOID:0050450, 1, Gitelman syndrome, Term, DOID:447
DOID:0050450, 1, HYPOMAGNESEMIA-HYPOKALEMIA, PRIMARY RENOTUBULAR, WITH HYPOCALCIURIA,  EXACT [], DOID:447
DOID:0050451, 1, Brugada syndrome, Term, DOID:10273
DOID:0050452, 1, mevalonic aciduria, Term, DOID:906
DOID:0050452, 1, Mevalonate Kinase Deficiency,  EXACT [], DOID:906
DOID:0050453, 1, lissencephaly, Term, DOID:2490
DOID:0050454, 1, periventricular nodular heterotopia, Term, DOID:2490
DOID:0050454, 1, periventricular heterotopia,  EXACT [], DOID:2490
DOID:0050455, 1, arachnodactyly, Term, 
DOID:0050456, 1, Buruli ulcer disease, Term, DOID:0050338
DOID:0050456, 1, Bairnsdale ulcer,  EXACT [], DOID:0050338
DOID:0050456, 1, Daintree ulcer,  EXACT [], DOID:0050338
DOID:0050456, 1, Mossman ulcer,  EXACT [], DOID:0050338
DOID:0050456, 1, Searl ulcer,  EXACT [], DOID:0050338
DOID:0050456, 1, Searle's ulcer,  EXACT [], DOID:0050338
DOID:0050457, 1, Sertoli cell-only syndrome, Term, DOID:12336
DOID:0050457, 1, DEL CASTILLO SYNDROME,  EXACT [], DOID:12336
DOID:0050457, 1, Germinal Cell Aplasia,  EXACT [], DOID:12336
DOID:0050458, 1, juvenile myelomonocytic leukemia, Term, DOID:4972
DOID:0050459, 1, hyperphosphatemia, Term, DOID:2485
DOID:0050460, 1, Wolf-Hirschhorn syndrome, Term, DOID:0060388
DOID:0050460, 1, 4p deletion syndrome,  EXACT [], DOID:0060388
DOID:0050460, 1, chromosome 4p16.3 deletion syndrome,  EXACT [], DOID:0060388
DOID:0050460, 1, PITT SYNDROME,  EXACT [], DOID:0060388
DOID:0050460, 1, Pitt-Rogers-Danks Syndrome,  EXACT [], DOID:0060388
DOID:0050461, 1, aspartylglucosaminuria, Term, DOID:3211
DOID:0050461, 1, ASPARTYLGLUCOSAMINIDASE DEFICIENCY,  EXACT [], DOID:3211
DOID:0050461, 1, aspartylglycosaminuria,  EXACT [], DOID:3211
DOID:0050461, 1, GLYCOSYLASPARAGINASE DEFICIENCY,  EXACT [], DOID:3211
DOID:0050462, 1, Antley-Bixler syndrome, Term, DOID:0050737
DOID:0050462, 1, trapezoidocephaly-synostosis syndrome,  EXACT [], DOID:0050737
DOID:0050463, 1, campomelic dysplasia, Term, DOID:2256
DOID:0050463, 1, Acampomelic Campomelic Dysplasia,  EXACT [], DOID:2256
DOID:0050464, 1, Farber lipogranulomatosis, Term, DOID:9455
DOID:0050464, 1, Acid Ceramidase Deficiency,  EXACT [], DOID:9455
DOID:0050464, 1, Farber Disease,  EXACT [], DOID:9455
DOID:0050464, 1, N-LAURYLSPHINGOSINE DEACYLASE DEFICIENCY,  EXACT [], DOID:9455
DOID:0050465, 1, Muir-Torre syndrome, Term, DOID:3883
DOID:0050466, 1, Loeys-Dietz syndrome, Term, DOID:0050736
DOID:0050467, 1, erythrokeratodermia variabilis, Term, DOID:37
DOID:0050467, 1, Erythrokeratodermia Figurata Variabilis,  EXACT [], DOID:37
DOID:0050467, 1, Greither Disease,  EXACT [], DOID:37
DOID:0050468, 1, yellow nail syndrome, Term, DOID:225
DOID:0050469, 1, Costello syndrome, Term, DOID:0050736
DOID:0050469, 1, Faciocutaneoskeletal Syndrome,  EXACT [], DOID:0050736
DOID:0050469, 1, FCS SYNDROME,  EXACT [], DOID:0050736
DOID:0050470, 1, Donohue Syndrome, Term, DOID:0050737
DOID:0050470, 1, Leprechaunism,  EXACT [], DOID:0050737
DOID:0050471, 1, Carney complex, Term, DOID:0050736
DOID:0050471, 1, Carney Complex, Type 1,  EXACT [], DOID:0050736
DOID:0050471, 1, Carney Complex, Type 2,  EXACT [], DOID:0050736
DOID:0050471, 1, Carney Syndrome,  EXACT [], DOID:0050736
DOID:0050471, 1, LAMB Syndrome,  EXACT [], DOID:0050736
DOID:0050471, 1, NAME Syndrome,  EXACT [], DOID:0050736
DOID:0050472, 1, monilethrix, Term, DOID:0050736
DOID:0050473, 1, Alstrom syndrome, Term, DOID:0050737
DOID:0050474, 1, Netherton syndrome, Term, DOID:0050737
DOID:0050475, 1, Weill-Marchesani syndrome, Term, DOID:0050739
DOID:0050475, 1, congenital mesodermal dystrophy,  EXACT [], DOID:0050739
DOID:0050475, 1, GEMSS syndrome,  EXACT [], DOID:0050739
DOID:0050475, 1, Marchesani-Weill Syndrome,  EXACT [], DOID:0050739
DOID:0050475, 1, Mesodermal Dysmorphodystrophy, Congenital,  EXACT [], DOID:0050739
DOID:0050475, 1, Spherophakia Brachymorphia Syndrome,  EXACT [], DOID:0050739
DOID:0050476, 1, Barth syndrome, Term, DOID:3146
DOID:0050476, 1, 3-methylglutaconicaciduria type 2,  EXACT [], DOID:3146
DOID:0050476, 1, 3-methylglutaconicaciduria type II,  EXACT [], DOID:3146
DOID:0050476, 1, MGA Type 2,  EXACT [], DOID:3146
DOID:0050476, 1, MGA type II,  EXACT [], DOID:3146
DOID:0050477, 1, Liddle syndrome, Term, DOID:447
DOID:0050477, 1, Liddle's syndrome,  EXACT [], DOID:447
DOID:0050477, 1, Pseudoaldosteronism,  EXACT [], DOID:447
DOID:0050478, 1, primary Escherichia coli infectious disease, Term, 
DOID:0050479, 1, commensal Klebsiella infectious disease, Term, 
DOID:0050479, 1, Klebsiella infection,  EXACT [CSP2005:0368-2705], 
DOID:0050480, 1, epidemic typhus, Term, DOID:11256
DOID:0050480, 1, sylvatic typhus,  EXACT [], DOID:11256
DOID:0050481, 1, endemic typhus, Term, DOID:11256
DOID:0050481, 1, cat flea rickettsiosis,  EXACT [], DOID:11256
DOID:0050481, 1, fleaborne typhus,  EXACT [], DOID:11256
DOID:0050481, 1, murine typhus,  EXACT [], DOID:11256
DOID:0050481, 1, Rat-Flea Typhus,  EXACT [], DOID:11256
DOID:0050481, 1, Rickettsia felis spotted fever,  EXACT [], DOID:11256
DOID:0050481, 1, Shop typhus,  RELATED [], DOID:11256
DOID:0050481, 1, toulon typhus,  EXACT [], DOID:11256
DOID:0050481, 1, urban typhus,  EXACT [], DOID:11256
DOID:0050481, 1, Urban Typhus of Malaya,  EXACT [], DOID:11256
DOID:0050482, 1, lymphangitis-associated rickettsiosis, Term, 
DOID:0050483, 1, Rickettsia aeschlimannii spotted fever, Term, 
DOID:0050484, 1, aneruptive fever, Term, DOID:11104
DOID:0050484, 1, Rickettsia helvetica spotted fever,  EXACT [], DOID:11104
DOID:0050485, 1, sennetsu fever, Term, DOID:0050338
DOID:0050485, 1, Sennetsu ehrlichiosis,  EXACT [], DOID:0050338
DOID:0050486, 1, exanthem, Term, DOID:37
DOID:0050486, 1, exanthema,  EXACT [], DOID:37
DOID:0050486, 1, Rash,  EXACT [], DOID:37
DOID:0050487, 1, bacterial exanthem, Term, DOID:0050486
DOID:0050488, 1, early congenital syphilis, Term, DOID:9856
DOID:0050489, 1, multinodular goiter, Term, DOID:12176
DOID:0050490, 1, parenchymatous neurosyphilis, Term, DOID:9988
DOID:0050491, 1, meningovascular neurosyphilis, Term, DOID:9988
DOID:0050492, 1, tertiary syphilitic encephalitis, Term, 
DOID:0050493, 1, tertiary syphilitic meningitis, Term, 
DOID:0050494, 1, Papillomaviridae infectious disease, Term, 
DOID:0050495, 1, exanthema subitum, Term, DOID:934
DOID:0050495, 1, Roseola Infantum,  EXACT [], DOID:934
DOID:0050495, 1, Sixth Disease,  EXACT [], DOID:934
DOID:0050496, 1, Banna virus encephalitis, Term, 
DOID:0050497, 1, Anelloviridae infectious disease, Term, 
DOID:0050498, 1, dsDNA virus infectious disease, Term, 
DOID:0050498, 1, double stranded DNA virus infectious disease,  EXACT [], 
DOID:0050498, 1, dsDNA virus infection,  EXACT [], 
DOID:0050499, 1, ssDNA virus infectious disease, Term, 
DOID:0050499, 1, single stranded DNA virus infectious disease,  EXACT [], 
DOID:0050499, 1, ssDNA virus infection,  EXACT [], 
DOID:0050500, 1, dsDNA-RT virus infectious disease, Term, 
DOID:0050500, 1, double stranded DNA reverse transcribing virus infectious disease,  EXACT [], 
DOID:0050500, 1, double stranded DNA-reverse transcribing virus infection,  EXACT [], 
DOID:0050500, 1, dsDNA-RT virus infection,  EXACT [], 
DOID:0050501, 1, dsRNA virus infectious disease, Term, 
DOID:0050501, 1, double stranded RNA virus infectious disease,  EXACT [], 
DOID:0050501, 1, dsRNA virus infection,  EXACT [], 
DOID:0050502, 1, (+)ssRNA virus infectious disease, Term, 
DOID:0050502, 1, (+)ssRNA virus infection,  EXACT [], 
DOID:0050502, 1, Positive Stranded ssRNA Virus infectious disease,  EXACT [], 
DOID:0050502, 1, positive-sense single stranded RNA virus infectious disease,  EXACT [], 
DOID:0050502, 1, positive-sense ssRNA virus infection,  EXACT [], 
DOID:0050502, 1, positive-sense ssRNA virus infectious disease,  EXACT [], 
DOID:0050503, 1, (-)ssRNA virus infectious disease, Term, 
DOID:0050503, 1, (-)ssRNA virus infection,  EXACT [], 
DOID:0050503, 1, Negative Stranded ssRNA Virus infectious disease,  EXACT [], 
DOID:0050503, 1, negative-sense single stranded RNA virus infectious disease,  EXACT [], 
DOID:0050503, 1, negative-sense ssRNA virus infection,  EXACT [], 
DOID:0050503, 1, negative-sense ssRNA virus infectious disease,  EXACT [], 
DOID:0050504, 1, ssRNA-RT virus infectious disease, Term, 
DOID:0050504, 1, single stranded RNA reverse transcribing virus infectious disease,  EXACT [], 
DOID:0050504, 1, ssRNA-RT virus infection,  EXACT [], 
DOID:0050505, 1, human papilloma virus related anal squamous cell carcinoma, Term, 
DOID:0050506, 1, human papilloma virus related vaginal squamous cell carcinoma, Term, 
DOID:0050507, 1, AIDS-related cryptosporidiosis, Term, 
DOID:0050508, 1, variola major, Term, DOID:8736
DOID:0050509, 1, AIDS-related toxoplasmosis, Term, 
DOID:0050510, 1, AIDS-related cystoisosporiasis, Term, 
DOID:0050510, 1, AIDS-related isosporiasis,  EXACT [], 
DOID:0050511, 1, Human torovirus gastroenteritis, Term, 
DOID:0050512, 1, Saffold virus gastroenteritis, Term, 
DOID:0050513, 1, spinal polio, Term, DOID:0050515
DOID:0050514, 1, bulbospinal polio, Term, DOID:0050515
DOID:0050515, 1, paralytic poliomyelitis, Term, DOID:4953
DOID:0050516, 1, O'nyong'nyong fever, Term, DOID:934
DOID:0050517, 1, Barmah Forest virus disease, Term, DOID:934
DOID:0050518, 1, Ross River fever, Term, DOID:934
DOID:0050518, 1, Ross River virus disease,  EXACT [], DOID:934
DOID:0050519, 1, Lymphocytic choriomeningitis virus meningitis, Term, 
DOID:0050520, 1, Lymphocytic choriomeningitis virus meningoencephalitis, Term, 
DOID:0050521, 1, Oropouche fever, Term, DOID:934
DOID:0050522, 1, Balkan hemorrhagic fever, Term, DOID:11266
DOID:0050523, 1, adult T-cell leukemia, Term, DOID:715
DOID:0050523, 1, Adult T-cell leukemia/lymphoma,  EXACT [], DOID:715
DOID:0050524, 1, maturity-onset diabetes of the young, Term, DOID:630
DOID:0050524, 1, Mason-type diabetes,  EXACT [], DOID:630
DOID:0050524, 1, MODY,  EXACT [], DOID:630
DOID:0050525, 1, acroosteolysis, Term, 
DOID:0050525, 1, acro-osteolysis,  EXACT [], 
DOID:0050525, 1, Acroosteolysis syndrome,  RELATED [SNOMEDCT_2005_07_31:27201004], 
DOID:0050526, 1, Gamstorp-Wohlfart syndrome, Term, DOID:225
DOID:0050526, 1, autosomal recessive neuromyotonia and axonal neuropathy,  EXACT [], DOID:225
DOID:0050526, 1, myokymia, myotonia and muscle wasting,  EXACT [], DOID:225
DOID:0050527, 1, familial hypertriglyceridemia, Term, DOID:3146
DOID:0050527, 1, Pure hyperglyceridemia,  EXACT [], DOID:3146
DOID:0050528, 1, nonphotosensitive trichothiodystrophy, Term, DOID:0050737
DOID:0050528, 1, AMISH BRITTLE HAIR BRAIN SYNDROME,  EXACT [], DOID:0050737
DOID:0050528, 1, BIDS SYNDROME,  EXACT [], DOID:0050737
DOID:0050528, 1, HAIR-BRAIN SYNDROME,  EXACT [], DOID:0050737
DOID:0050529, 1, adult spinal muscular atrophy, Term, DOID:12377
DOID:0050529, 1, SPINAL MUSCULAR ATROPHY, ADULT FORM,  EXACT [], DOID:12377
DOID:0050529, 1, SPINAL MUSCULAR ATROPHY, TYPE IV,  EXACT [], DOID:12377
DOID:0050530, 1, intermediate spinal muscular atrophy, Term, DOID:12377
