D006394, MSH, DOID:0001816
058.1, ICD9CM, DOID:0050495
058.10, ICD9CM, DOID:0050495
D005077, MSH, DOID:0050495
154343004, SNOMEDCT_US_2015_03_01, DOID:0050495
154344005, SNOMEDCT_US_2015_03_01, DOID:0050495
240559001, SNOMEDCT_US_2015_03_01, DOID:0050495
266192003, SNOMEDCT_US_2015_03_01, DOID:0050495
266193008, SNOMEDCT_US_2015_03_01, DOID:0050495
402902002, SNOMEDCT_US_2015_03_01, DOID:0050495
54385001, SNOMEDCT_US_2015_03_01, DOID:0050495
C0015231, UMLS_CUI, DOID:0050495
050.0, ICD9CM, DOID:0050508
154344005, SNOMEDCT_US_2015_03_01, DOID:0050508
266193008, SNOMEDCT_US_2015_03_01, DOID:0050508
47452006, SNOMEDCT_US_2015_03_01, DOID:0050508
C1812609, UMLS_CUI, DOID:0050508
C91.5, ICD10CM, DOID:0050523
C91.50, ICD10CM, DOID:0050523
D015459, MSH, DOID:0050523
C3184, NCI, DOID:0050523
110007008, SNOMEDCT_US_2015_03_01, DOID:0050523
188729005, SNOMEDCT_US_2015_03_01, DOID:0050523
77430005, SNOMEDCT_US_2015_03_01, DOID:0050523
C0023493, UMLS_CUI, DOID:0050523
E11.8, ICD10CM, DOID:0050524
04950, KEGG, DOID:0050524
125850, OMIM, DOID:0050524
125851, OMIM, DOID:0050524
137920, OMIM, DOID:0050524
600496, OMIM, DOID:0050524
606391, OMIM, DOID:0050524
606392, OMIM, DOID:0050524
606394, OMIM, DOID:0050524
609812, OMIM, DOID:0050524
610508, OMIM, DOID:0050524
612225, OMIM, DOID:0050524
613370, OMIM, DOID:0050524
613375, OMIM, DOID:0050524
616329, OMIM, DOID:0050524
616511, OMIM, DOID:0050524
552, ORDO, DOID:0050524
137200, OMIM, DOID:0050526
145750, OMIM, DOID:0050527
234050, OMIM, DOID:0050528
271150, OMIM, DOID:0050529
253550, OMIM, DOID:0050530
H53.63, ICD10CM, DOID:0050534
368.61, ICD9CM, DOID:0050534
C537743, MSH, DOID:0050534
163500, OMIM, DOID:0050534
257270, OMIM, DOID:0050534
300071, OMIM, DOID:0050534
310500, OMIM, DOID:0050534
610427, OMIM, DOID:0050534
610444, OMIM, DOID:0050534
610445, OMIM, DOID:0050534
613216, OMIM, DOID:0050534
613830, OMIM, DOID:0050534
614565, OMIM, DOID:0050534
615058, OMIM, DOID:0050534
616389, OMIM, DOID:0050534
215, ORDO, DOID:0050534
193687000, SNOMEDCT_US_2015_03_01, DOID:0050534
193688005, SNOMEDCT_US_2015_03_01, DOID:0050534
193689002, SNOMEDCT_US_2015_03_01, DOID:0050534
89208008, SNOMEDCT_US_2015_03_01, DOID:0050534
C1306122, UMLS_CUI, DOID:0050534
H35.00, ICD10CM, DOID:0050535
362.10, ICD9CM, DOID:0050535
133780, OMIM, DOID:0050535
305390, OMIM, DOID:0050535
601813, OMIM, DOID:0050535
605750, OMIM, DOID:0050535
613310, OMIM, DOID:0050535
891, ORDO, DOID:0050535
193355009, SNOMEDCT_US_2015_03_01, DOID:0050535
31411005, SNOMEDCT_US_2015_03_01, DOID:0050535
42873008, SNOMEDCT_US_2015_03_01, DOID:0050535
C0004608, UMLS_CUI, DOID:0050535
269000, OMIM, DOID:0050536
116600, OMIM, DOID:0050537
605387, OMIM, DOID:0050537
610623, OMIM, DOID:0050537
613763, OMIM, DOID:0050537
118200, OMIM, DOID:0050538
118220, OMIM, DOID:0050538
118300, OMIM, DOID:0050538
601098, OMIM, DOID:0050538
607678, OMIM, DOID:0050538
607734, OMIM, DOID:0050538
356.0, ICD9CM, DOID:0050539
118210, OMIM, DOID:0050539
118230, OMIM, DOID:0050539
600882, OMIM, DOID:0050539
601472, OMIM, DOID:0050539
604484, OMIM, DOID:0050539
605588, OMIM, DOID:0050539
605589, OMIM, DOID:0050539
606071, OMIM, DOID:0050539
606595, OMIM, DOID:0050539
607677, OMIM, DOID:0050539
607684, OMIM, DOID:0050539
607731, OMIM, DOID:0050539
607736, OMIM, DOID:0050539
607831, OMIM, DOID:0050539
608591, OMIM, DOID:0050539
608673, OMIM, DOID:0050539
609260, OMIM, DOID:0050539
613287, OMIM, DOID:0050539
614228, OMIM, DOID:0050539
614436, OMIM, DOID:0050539
615025, OMIM, DOID:0050539
615490, OMIM, DOID:0050539
616155, OMIM, DOID:0050539
616233, OMIM, DOID:0050539
616280, OMIM, DOID:0050539
616491, OMIM, DOID:0050539
64746, ORDO, DOID:0050539
128202008, SNOMEDCT_US_2015_03_01, DOID:0050539
193158000, SNOMEDCT_US_2015_03_01, DOID:0050539
193159008, SNOMEDCT_US_2015_03_01, DOID:0050539
65017003, SNOMEDCT_US_2015_03_01, DOID:0050539
C0392553, UMLS_CUI, DOID:0050539
145900, OMIM, DOID:0050540
145900, OMIM, DOID:0050541
158580, OMIM, DOID:0050541
158590, OMIM, DOID:0050541
182960, OMIM, DOID:0050541
214400, OMIM, DOID:0050541
600794, OMIM, DOID:0050541
601382, OMIM, DOID:0050541
601455, OMIM, DOID:0050541
601596, OMIM, DOID:0050541
604563, OMIM, DOID:0050541
605253, OMIM, DOID:0050541
605285, OMIM, DOID:0050541
607641, OMIM, DOID:0050541
607706, OMIM, DOID:0050541
608634, OMIM, DOID:0050541
609311, OMIM, DOID:0050541
611228, OMIM, DOID:0050541
613376, OMIM, DOID:0050541
614751, OMIM, DOID:0050541
614895, OMIM, DOID:0050541
615284, OMIM, DOID:0050541
615575, OMIM, DOID:0050541
64749, ORDO, DOID:0050541
300905, OMIM, DOID:0050542
302800, OMIM, DOID:0050542
302801, OMIM, DOID:0050542
302802, OMIM, DOID:0050542
310490, OMIM, DOID:0050542
311070, OMIM, DOID:0050542
64747, ORDO, DOID:0050542
606482, OMIM, DOID:0050543
606483, OMIM, DOID:0050543
607791, OMIM, DOID:0050543
608323, OMIM, DOID:0050543
608340, OMIM, DOID:0050543
613641, OMIM, DOID:0050543
614455, OMIM, DOID:0050543
615185, OMIM, DOID:0050543
615376, OMIM, DOID:0050543
616039, OMIM, DOID:0050543
613752, OMIM, DOID:0050544
614300, OMIM, DOID:0050544
289290, ORDO, DOID:0050544
306955, OMIM, DOID:0050545
605376, OMIM, DOID:0050545
606325, OMIM, DOID:0050545
613751, OMIM, DOID:0050545
614779, OMIM, DOID:0050545
450, ORDO, DOID:0050545
613743, OMIM, DOID:0050546
155240, OMIM, DOID:0050547
162400, OMIM, DOID:0050548
201300, OMIM, DOID:0050548
256800, OMIM, DOID:0050548
256860, OMIM, DOID:0050548
310470, OMIM, DOID:0050548
608088, OMIM, DOID:0050548
608654, OMIM, DOID:0050548
613115, OMIM, DOID:0050548
613640, OMIM, DOID:0050548
613708, OMIM, DOID:0050548
614116, OMIM, DOID:0050548
614213, OMIM, DOID:0050548
614653, OMIM, DOID:0050548
615548, OMIM, DOID:0050548
615632, OMIM, DOID:0050548
616488, OMIM, DOID:0050548
263530, OMIM, DOID:0050549
613732, OMIM, DOID:0050553
301310, OMIM, DOID:0050554
271245, OMIM, DOID:0050556
359.0, ICD9CM, DOID:0050557
253900, OMIM, DOID:0050557
254100, OMIM, DOID:0050557
602541, OMIM, DOID:0050557
602771, OMIM, DOID:0050557
604801, OMIM, DOID:0050557
606612, OMIM, DOID:0050557
607855, OMIM, DOID:0050557
608840, OMIM, DOID:0050557
609456, OMIM, DOID:0050557
613204, OMIM, DOID:0050557
613205, OMIM, DOID:0050557
97242, ORDO, DOID:0050557
111501005, SNOMEDCT_US_2015_03_01, DOID:0050557
193221009, SNOMEDCT_US_2015_03_01, DOID:0050557
193224001, SNOMEDCT_US_2015_03_01, DOID:0050557
C2937300, UMLS_CUI, DOID:0050557
254090, OMIM, DOID:0050558
253800, OMIM, DOID:0050559
236670, OMIM, DOID:0050560
253280, OMIM, DOID:0050560
606369, OMIM, DOID:0050561
H90.3, ICD10CM, DOID:0050564
124900, OMIM, DOID:0050564
600101, OMIM, DOID:0050564
600652, OMIM, DOID:0050564
600965, OMIM, DOID:0050564
600994, OMIM, DOID:0050564
601316, OMIM, DOID:0050564
601317, OMIM, DOID:0050564
601369, OMIM, DOID:0050564
601412, OMIM, DOID:0050564
601543, OMIM, DOID:0050564
601544, OMIM, DOID:0050564
601868, OMIM, DOID:0050564
602459, OMIM, DOID:0050564
603622, OMIM, DOID:0050564
603964, OMIM, DOID:0050564
604717, OMIM, DOID:0050564
605192, OMIM, DOID:0050564
605583, OMIM, DOID:0050564
605594, OMIM, DOID:0050564
606012, OMIM, DOID:0050564
606282, OMIM, DOID:0050564
606346, OMIM, DOID:0050564
606451, OMIM, DOID:0050564
606705, OMIM, DOID:0050564
607017, OMIM, DOID:0050564
607197, OMIM, DOID:0050564
607453, OMIM, DOID:0050564
607683, OMIM, DOID:0050564
607841, OMIM, DOID:0050564
608224, OMIM, DOID:0050564
608372, OMIM, DOID:0050564
608394, OMIM, DOID:0050564
608641, OMIM, DOID:0050564
608645, OMIM, DOID:0050564
608652, OMIM, DOID:0050564
609965, OMIM, DOID:0050564
612431, OMIM, DOID:0050564
612642, OMIM, DOID:0050564
612643, OMIM, DOID:0050564
612644, OMIM, DOID:0050564
613074, OMIM, DOID:0050564
613558, OMIM, DOID:0050564
614152, OMIM, DOID:0050564
614211, OMIM, DOID:0050564
614314, OMIM, DOID:0050564
614614, OMIM, DOID:0050564
615629, OMIM, DOID:0050564
615649, OMIM, DOID:0050564
615654, OMIM, DOID:0050564
616044, OMIM, DOID:0050564
616340, OMIM, DOID:0050564
616357, OMIM, DOID:0050564
90635, ORDO, DOID:0050564
H90.3, ICD10CM, DOID:0050565
220290, OMIM, DOID:0050565
600060, OMIM, DOID:0050565
600316, OMIM, DOID:0050565
600792, OMIM, DOID:0050565
600971, OMIM, DOID:0050565
600974, OMIM, DOID:0050565
601071, OMIM, DOID:0050565
601072, OMIM, DOID:0050565
601386, OMIM, DOID:0050565
601869, OMIM, DOID:0050565
602092, OMIM, DOID:0050565
603010, OMIM, DOID:0050565
603098, OMIM, DOID:0050565
603629, OMIM, DOID:0050565
603678, OMIM, DOID:0050565
603720, OMIM, DOID:0050565
604060, OMIM, DOID:0050565
605316, OMIM, DOID:0050565
605428, OMIM, DOID:0050565
605818, OMIM, DOID:0050565
607039, OMIM, DOID:0050565
607084, OMIM, DOID:0050565
607101, OMIM, DOID:0050565
607197, OMIM, DOID:0050565
607239, OMIM, DOID:0050565
607821, OMIM, DOID:0050565
608219, OMIM, DOID:0050565
608264, OMIM, DOID:0050565
608265, OMIM, DOID:0050565
608565, OMIM, DOID:0050565
608653, OMIM, DOID:0050565
609006, OMIM, DOID:0050565
609439, OMIM, DOID:0050565
609533, OMIM, DOID:0050565
609646, OMIM, DOID:0050565
609647, OMIM, DOID:0050565
609706, OMIM, DOID:0050565
609823, OMIM, DOID:0050565
609941, OMIM, DOID:0050565
609946, OMIM, DOID:0050565
609952, OMIM, DOID:0050565
610143, OMIM, DOID:0050565
610153, OMIM, DOID:0050565
610154, OMIM, DOID:0050565
610212, OMIM, DOID:0050565
610220, OMIM, DOID:0050565
610248, OMIM, DOID:0050565
610265, OMIM, DOID:0050565
610419, OMIM, DOID:0050565
611022, OMIM, DOID:0050565
611451, OMIM, DOID:0050565
612433, OMIM, DOID:0050565
612645, OMIM, DOID:0050565
612789, OMIM, DOID:0050565
613079, OMIM, DOID:0050565
613285, OMIM, DOID:0050565
613307, OMIM, DOID:0050565
613391, OMIM, DOID:0050565
613392, OMIM, DOID:0050565
613453, OMIM, DOID:0050565
613557, OMIM, DOID:0050565
613685, OMIM, DOID:0050565
613718, OMIM, DOID:0050565
613865, OMIM, DOID:0050565
613916, OMIM, DOID:0050565
614035, OMIM, DOID:0050565
614414, OMIM, DOID:0050565
614617, OMIM, DOID:0050565
614861, OMIM, DOID:0050565
614899, OMIM, DOID:0050565
614934, OMIM, DOID:0050565
614944, OMIM, DOID:0050565
614945, OMIM, DOID:0050565
615429, OMIM, DOID:0050565
615540, OMIM, DOID:0050565
615837, OMIM, DOID:0050565
615974, OMIM, DOID:0050565
616042, OMIM, DOID:0050565
616515, OMIM, DOID:0050565
90635, ORDO, DOID:0050565
H90.3, ICD10CM, DOID:0050566
300030, OMIM, DOID:0050566
300066, OMIM, DOID:0050566
300614, OMIM, DOID:0050566
300914, OMIM, DOID:0050566
304400, OMIM, DOID:0050566
304500, OMIM, DOID:0050566
90625, ORDO, DOID:0050566
119530, OMIM, DOID:0050567
600625, OMIM, DOID:0050567
600757, OMIM, DOID:0050567
602966, OMIM, DOID:0050567
608371, OMIM, DOID:0050567
608864, OMIM, DOID:0050567
608874, OMIM, DOID:0050567
610361, OMIM, DOID:0050567
612858, OMIM, DOID:0050567
613705, OMIM, DOID:0050567
613857, OMIM, DOID:0050567
615892, OMIM, DOID:0050567
122600, OMIM, DOID:0050568
277300, OMIM, DOID:0050568
608681, OMIM, DOID:0050568
609813, OMIM, DOID:0050568
613686, OMIM, DOID:0050568
1797, ORDO, DOID:0050568
2311, ORDO, DOID:0050568
Q87.1, ICD10CM, DOID:0050569
210600, OMIM, DOID:0050569
606744, OMIM, DOID:0050569
608664, OMIM, DOID:0050569
613676, OMIM, DOID:0050569
613823, OMIM, DOID:0050569
614728, OMIM, DOID:0050569
614851, OMIM, DOID:0050569
615807, OMIM, DOID:0050569
808, ORDO, DOID:0050569
212065, OMIM, DOID:0050570
601110, OMIM, DOID:0050570
602579, OMIM, DOID:0050570
603147, OMIM, DOID:0050570
607143, OMIM, DOID:0050570
607906, OMIM, DOID:0050570
608093, OMIM, DOID:0050570
608104, OMIM, DOID:0050570
608540, OMIM, DOID:0050570
608776, OMIM, DOID:0050570
608799, OMIM, DOID:0050570
609180, OMIM, DOID:0050570
610768, OMIM, DOID:0050570
612015, OMIM, DOID:0050570
612379, OMIM, DOID:0050570
612937, OMIM, DOID:0050570
613661, OMIM, DOID:0050570
212066, OMIM, DOID:0050571
266265, OMIM, DOID:0050571
603585, OMIM, DOID:0050571
606056, OMIM, DOID:0050571
607091, OMIM, DOID:0050571
608779, OMIM, DOID:0050571
611182, OMIM, DOID:0050571
611209, OMIM, DOID:0050571
613489, OMIM, DOID:0050571
613612, OMIM, DOID:0050571
H35.5, ICD10CM, DOID:0050572
120970, OMIM, DOID:0050572
300085, OMIM, DOID:0050572
300476, OMIM, DOID:0050572
304020, OMIM, DOID:0050572
600624, OMIM, DOID:0050572
600977, OMIM, DOID:0050572
601777, OMIM, DOID:0050572
602093, OMIM, DOID:0050572
603649, OMIM, DOID:0050572
604116, OMIM, DOID:0050572
605549, OMIM, DOID:0050572
607476, OMIM, DOID:0050572
608194, OMIM, DOID:0050572
610283, OMIM, DOID:0050572
610381, OMIM, DOID:0050572
612657, OMIM, DOID:0050572
612775, OMIM, DOID:0050572
613660, OMIM, DOID:0050572
614500, OMIM, DOID:0050572
615163, OMIM, DOID:0050572
615374, OMIM, DOID:0050572
615860, OMIM, DOID:0050572
615973, OMIM, DOID:0050572
1872, ORDO, DOID:0050572
236792, OMIM, DOID:0050574
600721, OMIM, DOID:0050575
613657, OMIM, DOID:0050575
Q61.5, ICD10CM, DOID:0050576
266900, OMIM, DOID:0050576
606995, OMIM, DOID:0050576
606996, OMIM, DOID:0050576
609254, OMIM, DOID:0050576
610189, OMIM, DOID:0050576
613615, OMIM, DOID:0050576
3156, ORDO, DOID:0050576
218330, OMIM, DOID:0050577
613610, OMIM, DOID:0050577
613587, OMIM, DOID:0050578
613507, OMIM, DOID:0050579
757.0, ICD9CM, DOID:0050580
153100, OMIM, DOID:0050580
153200, OMIM, DOID:0050580
247440, OMIM, DOID:0050580
611944, OMIM, DOID:0050580
613480, OMIM, DOID:0050580
615907, OMIM, DOID:0050580
79452, ORDO, DOID:0050580
205542007, SNOMEDCT_US_2015_03_01, DOID:0050580
205543002, SNOMEDCT_US_2015_03_01, DOID:0050580
205546005, SNOMEDCT_US_2015_03_01, DOID:0050580
75127007, SNOMEDCT_US_2015_03_01, DOID:0050580
C1313885, UMLS_CUI, DOID:0050580
112440, OMIM, DOID:0050581
112450, OMIM, DOID:0050581
112500, OMIM, DOID:0050581
112600, OMIM, DOID:0050581
112700, OMIM, DOID:0050581
112800, OMIM, DOID:0050581
112910, OMIM, DOID:0050581
113000, OMIM, DOID:0050581
113100, OMIM, DOID:0050581
113200, OMIM, DOID:0050581
113300, OMIM, DOID:0050581
301940, OMIM, DOID:0050581
607004, OMIM, DOID:0050581
611377, OMIM, DOID:0050581
613382, OMIM, DOID:0050581
615072, OMIM, DOID:0050581
294937, ORDO, DOID:0050581
269700, OMIM, DOID:0050585
608594, OMIM, DOID:0050585
612526, OMIM, DOID:0050585
613327, OMIM, DOID:0050585
613229, OMIM, DOID:0050587
G71.2, ICD10CM, DOID:0050588
613150, OMIM, DOID:0050588
613151, OMIM, DOID:0050588
613152, OMIM, DOID:0050588
613153, OMIM, DOID:0050588
613154, OMIM, DOID:0050588
613155, OMIM, DOID:0050588
613156, OMIM, DOID:0050588
613818, OMIM, DOID:0050588
614643, OMIM, DOID:0050588
614830, OMIM, DOID:0050588
615041, OMIM, DOID:0050588
615181, OMIM, DOID:0050588
615249, OMIM, DOID:0050588
615287, OMIM, DOID:0050588
615350, OMIM, DOID:0050588
615351, OMIM, DOID:0050588
616052, OMIM, DOID:0050588
616094, OMIM, DOID:0050588
370953, ORDO, DOID:0050588
0003767, EFO, DOID:0050589
05321, KEGG, DOID:0050589
D015212, MSH, DOID:0050589
C3138, NCI, DOID:0050589
266600, OMIM, DOID:0050589
601458, OMIM, DOID:0050589
604519, OMIM, DOID:0050589
605225, OMIM, DOID:0050589
606348, OMIM, DOID:0050589
606668, OMIM, DOID:0050589
606674, OMIM, DOID:0050589
606675, OMIM, DOID:0050589
608448, OMIM, DOID:0050589
611081, OMIM, DOID:0050589
612241, OMIM, DOID:0050589
612244, OMIM, DOID:0050589
612245, OMIM, DOID:0050589
612255, OMIM, DOID:0050589
612259, OMIM, DOID:0050589
612261, OMIM, DOID:0050589
612262, OMIM, DOID:0050589
612278, OMIM, DOID:0050589
612288, OMIM, DOID:0050589
612354, OMIM, DOID:0050589
612380, OMIM, DOID:0050589
612381, OMIM, DOID:0050589
612566, OMIM, DOID:0050589
612567, OMIM, DOID:0050589
612639, OMIM, DOID:0050589
612796, OMIM, DOID:0050589
613148, OMIM, DOID:0050589
155759008, SNOMEDCT_US_2015_03_01, DOID:0050589
196974002, SNOMEDCT_US_2015_03_01, DOID:0050589
24526004, SNOMEDCT_US_2015_03_01, DOID:0050589
266516008, SNOMEDCT_US_2015_03_01, DOID:0050589
C0021390, UMLS_CUI, DOID:0050589
D70, ICD10CM, DOID:0050590
202700, OMIM, DOID:0050590
300299, OMIM, DOID:0050590
610738, OMIM, DOID:0050590
612541, OMIM, DOID:0050590
613107, OMIM, DOID:0050590
615285, OMIM, DOID:0050590
616022, OMIM, DOID:0050590
486, ORDO, DOID:0050590
86788, ORDO, DOID:0050590
K00.0, ICD10CM, DOID:0050591
520.0, ICD9CM, DOID:0050591
D000848, MSH, DOID:0050591
106600, OMIM, DOID:0050591
150400, OMIM, DOID:0050591
313500, OMIM, DOID:0050591
602639, OMIM, DOID:0050591
604625, OMIM, DOID:0050591
610926, OMIM, DOID:0050591
613097, OMIM, DOID:0050591
2227, ORDO, DOID:0050591
99798, ORDO, DOID:0050591
16958000, SNOMEDCT_US_2015_03_01, DOID:0050591
196265005, SNOMEDCT_US_2015_03_01, DOID:0050591
196266006, SNOMEDCT_US_2015_03_01, DOID:0050591
196269004, SNOMEDCT_US_2015_03_01, DOID:0050591
234951001, SNOMEDCT_US_2015_03_01, DOID:0050591
26624006, SNOMEDCT_US_2015_03_01, DOID:0050591
C0399352, UMLS_CUI, DOID:0050591
208500, OMIM, DOID:0050592
611263, OMIM, DOID:0050592
613091, OMIM, DOID:0050592
613819, OMIM, DOID:0050592
614376, OMIM, DOID:0050592
613085, OMIM, DOID:0050593
613086, OMIM, DOID:0050593
261750, OMIM, DOID:0050594
306000, OMIM, DOID:0050594
613027, OMIM, DOID:0050594
B68.1, ICD10CM, DOID:0050596
123.2, ICD9CM, DOID:0050596
69163003, SNOMEDCT_US_2015_03_01, DOID:0050596
C0152073, UMLS_CUI, DOID:0050596
B65.1, ICD10CM, DOID:0050597
B65.2, ICD10CM, DOID:0050597
120.1, ICD9CM, DOID:0050597
120.2, ICD9CM, DOID:0050597
D012554, MSH, DOID:0050597
D012555, MSH, DOID:0050597
C35001, NCI, DOID:0050597
C35002, NCI, DOID:0050597
C35364, NCI, DOID:0050597
181460, OMIM, DOID:0050597
1247, ORDO, DOID:0050597
187114003, SNOMEDCT_US_2015_03_01, DOID:0050597
268058007, SNOMEDCT_US_2015_03_01, DOID:0050597
52179003, SNOMEDCT_US_2015_03_01, DOID:0050597
6421008, SNOMEDCT_US_2015_03_01, DOID:0050597
750009, SNOMEDCT_US_2015_03_01, DOID:0050597
C0036329, UMLS_CUI, DOID:0050597
C0036330, UMLS_CUI, DOID:0050597
C0276932, UMLS_CUI, DOID:0050597
600501, OMIM, DOID:0050600
103285, OMIM, DOID:0050601
231550, OMIM, DOID:0050602
200500, OMIM, DOID:0050603
607778, OMIM, DOID:0050604
201100, OMIM, DOID:0050605
101900, OMIM, DOID:0050606
C4213, NCI, DOID:0050616
77870005, SNOMEDCT_US_2015_03_01, DOID:0050616
C0334410, UMLS_CUI, DOID:0050616
D010255, MSH, DOID:0050619
C6014, NCI, DOID:0050619
C6017, NCI, DOID:0050619
C6018, NCI, DOID:0050619
C6019, NCI, DOID:0050619
C8193, NCI, DOID:0050619
C0280334, UMLS_CUI, DOID:0050619
C0854995, UMLS_CUI, DOID:0050619
C1335336, UMLS_CUI, DOID:0050619
C1335337, UMLS_CUI, DOID:0050619
C1335340, UMLS_CUI, DOID:0050619
C4441, NCI, DOID:0050625
126855001, SNOMEDCT_US_2015_03_01, DOID:0050625
C0345913, UMLS_CUI, DOID:0050625
604348, OMIM, DOID:0050628
615224, OMIM, DOID:0050628
164736, ORDO, DOID:0050628
G31.8, ICD10CM, DOID:0050629
225750, OMIM, DOID:0050629
610181, OMIM, DOID:0050629
610329, OMIM, DOID:0050629
610333, OMIM, DOID:0050629
612952, OMIM, DOID:0050629
615010, OMIM, DOID:0050629
615846, OMIM, DOID:0050629
51, ORDO, DOID:0050629
300600, OMIM, DOID:0050630
300523, OMIM, DOID:0050631
E70.3, ICD10CM, DOID:0050632
203100, OMIM, DOID:0050632
203200, OMIM, DOID:0050632
203290, OMIM, DOID:0050632
606574, OMIM, DOID:0050632
606952, OMIM, DOID:0050632
614473, OMIM, DOID:0050632
615079, OMIM, DOID:0050632
615312, OMIM, DOID:0050632
55, ORDO, DOID:0050632
300500, OMIM, DOID:0050633
203655, OMIM, DOID:0050634
G98, ICD10CM, DOID:0050635
104290, OMIM, DOID:0050635
614820, OMIM, DOID:0050635
2131, ORDO, DOID:0050635
105200, OMIM, DOID:0050636
105120, OMIM, DOID:0050637
105210, OMIM, DOID:0050638
105250, OMIM, DOID:0050639
613955, OMIM, DOID:0050639
137807, ORDO, DOID:0050639
607095, OMIM, DOID:0050640
268150, OMIM, DOID:0050641
206100, OMIM, DOID:0050642
615234, OMIM, DOID:0050642
206800, OMIM, DOID:0050643
208000, OMIM, DOID:0050644
614473, OMIM, DOID:0050644
51608, ORDO, DOID:0050644
208050, OMIM, DOID:0050645
108120, OMIM, DOID:0050646
108145, OMIM, DOID:0050646
108200, OMIM, DOID:0050646
114300, OMIM, DOID:0050646
121050, OMIM, DOID:0050646
121070, OMIM, DOID:0050646
158300, OMIM, DOID:0050646
178110, OMIM, DOID:0050646
187370, OMIM, DOID:0050646
193700, OMIM, DOID:0050646
601680, OMIM, DOID:0050646
609128, OMIM, DOID:0050646
614335, OMIM, DOID:0050646
615065, OMIM, DOID:0050646
1147, ORDO, DOID:0050646
97120, ORDO, DOID:0050646
301835, OMIM, DOID:0050647
108720, OMIM, DOID:0050648
108721, OMIM, DOID:0050648
256050, OMIM, DOID:0050648
209300, OMIM, DOID:0050649
607554, OMIM, DOID:0050650
608583, OMIM, DOID:0050650
608988, OMIM, DOID:0050650
611493, OMIM, DOID:0050650
611494, OMIM, DOID:0050650
612201, OMIM, DOID:0050650
612240, OMIM, DOID:0050650
613055, OMIM, DOID:0050650
613980, OMIM, DOID:0050650
614022, OMIM, DOID:0050650
614049, OMIM, DOID:0050650
614050, OMIM, DOID:0050650
615377, OMIM, DOID:0050650
615378, OMIM, DOID:0050650
615770, OMIM, DOID:0050650
334, ORDO, DOID:0050650
Q21.2, ICD10CM, DOID:0050651
745.6, ICD9CM, DOID:0050651
745.60, ICD9CM, DOID:0050651
D004694, MSH, DOID:0050651
600309, OMIM, DOID:0050651
606215, OMIM, DOID:0050651
606217, OMIM, DOID:0050651
614430, OMIM, DOID:0050651
614474, OMIM, DOID:0050651
98722, ORDO, DOID:0050651
15459006, SNOMEDCT_US_2015_03_01, DOID:0050651
204322008, SNOMEDCT_US_2015_03_01, DOID:0050651
204323003, SNOMEDCT_US_2015_03_01, DOID:0050651
204326006, SNOMEDCT_US_2015_03_01, DOID:0050651
204331008, SNOMEDCT_US_2015_03_01, DOID:0050651
C0014116, UMLS_CUI, DOID:0050651
C536788, MSH, DOID:0050654
218600, OMIM, DOID:0050654
1223, ORDO, DOID:0050654
77608001, SNOMEDCT_US_2015_03_01, DOID:0050654
C0265308, UMLS_CUI, DOID:0050654
241850, OMIM, DOID:0050655
251290, OMIM, DOID:0050656
153480, OMIM, DOID:0050657
149200, OMIM, DOID:0050658
607483, OMIM, DOID:0050659
123790, OMIM, DOID:0050660
H35.5, ICD10CM, DOID:0050661
153700, OMIM, DOID:0050661
153840, OMIM, DOID:0050661
608161, OMIM, DOID:0050661
616151, OMIM, DOID:0050661
616152, OMIM, DOID:0050661
1243, ORDO, DOID:0050661
99000, ORDO, DOID:0050661
611809, OMIM, DOID:0050662
158810, OMIM, DOID:0050663
210370, OMIM, DOID:0050664
K76.8, ICD10CM, DOID:0050674
214950, OMIM, DOID:0050674
235555, OMIM, DOID:0050674
607765, OMIM, DOID:0050674
613812, OMIM, DOID:0050674
79095, ORDO, DOID:0050674
79301, ORDO, DOID:0050674
79302, ORDO, DOID:0050674
79303, ORDO, DOID:0050674
612292, OMIM, DOID:0050675
135150, OMIM, DOID:0050676
262000, OMIM, DOID:0050677
C116794, NCI, DOID:0050678
186580, OMIM, DOID:0050678
699861000, SNOMEDCT, DOID:0050678
303700, OMIM, DOID:0050679
112310, OMIM, DOID:0050680
C536575, MSH, DOID:0050681
301900, OMIM, DOID:0050681
21634003, SNOMEDCT_US_2015_03_01, DOID:0050681
C0265339, UMLS_CUI, DOID:0050681
601536, OMIM, DOID:0050682
607475, OMIM, DOID:0050683
211180, OMIM, DOID:0050684
C4099, NCI, DOID:0050685
189557009, SNOMEDCT_US_2015_03_01, DOID:0050685
5958006, SNOMEDCT_US_2015_03_01, DOID:0050685
C0334239, UMLS_CUI, DOID:0050685
610713, OMIM, DOID:0050689
113500, OMIM, DOID:0050690
271530, OMIM, DOID:0050690
271630, OMIM, DOID:0050690
613678, OMIM, DOID:0050690
1293, ORDO, DOID:0050690
113620, OMIM, DOID:0050691
601003, OMIM, DOID:0050692
605041, OMIM, DOID:0050693
211530, OMIM, DOID:0050694
C538212, MSH, DOID:0050699
C564487, MSH, DOID:0050699
D057973, MSH, DOID:0050699
300009, OMIM, DOID:0050699
300555, OMIM, DOID:0050699
